// You can use your native special characters
// Comments starts with // and will not be read by game
// The format is as follows:
// string_id | string (without containing any "|")
// Where string_id is NOT CHANGEABLE! Change only the second part after the | character.
// Example:
patapolis_tree|Mater, a Árvore da vida
patapolis_festival|Festival
patapolis_altar|Altar
patapolis_obelisk|Obelisco
patapolis_paraget|Paraget
patapolis_wakapon|Wakapon, o guardião 
patapolis_egg|Ovo do mundo
// ## altar
altar_title|Altar
altar_item_title|Item de teste
altar_item_category|categoria de teste
altar_item_description|Esta é uma descrição de teste. Ele precisa ser longo o suficiente para abranger várias linhas, para que possamos testar a função de rolagem do campo de texto da descrição.
// ## barracks
barracks_testunitname|heroi
barracks_test_stat_text|999,999,999/999,999,999
barracks_unitstatus|status de unidades
barracks_lvl|Lvl
barracks_exp|Exp
barracks_dmg|Dmg
barracks_hp|Hp
barracks_crit|Crit
barracks_attack_speed|Vel de Ataque
// ## world map
worldmap_header_1|Mapa mundial
worldmap_select|Selecione uma missão
worldmap_location_locked|~Travado~
worldmap_location_1_title|~Vale Shida~
worldmap_location_1_description|O ar úmido do mar que sopra neste vale cria um habitat perfeito para plantas de todos os tipos, permitindo que as samambaias nativas cresçam a alturas tremendas! Por gerações, várias tribos usaram essa área fértil como um local para caçar animais e coletar vegetais selvagens. Sua paisagem estranha de plantas gigantes pode ser desorientadora e persistem rumores de segredos escondidos em algum lugar da região.
worldmap_location_2_title|~Arvoredo de Patapine~
worldmap_location_2_description|Os pinheiros deste bosque são bem conhecidos por sua altura e robustez gigantescos quando usados ​​como material de construção. Os lenhadores Patapon são conhecidos por ganhar a vida aqui cortando essas árvores para usar na construção. Há rumores de que as fadas prosperam com os cogumelos comestíveis nas profundezas da floresta.
worldmap_location_3_title|~Picos de Ejiji~
worldmap_location_3_description|Os penhascos de Ejiji viram a idade de poderosos dragões antes de desaparecerem de seu local de nascimento por razões desconhecidas para os habitantes da Rolitolândia, e fornecem um bom local para a construção de casas e fortalezas escondidas da vista de todos. Os Rarepons Gyaba são originários desta região e alguns ainda habitam os penhascos até hoje, mas muitas dessas linhas de Patapon se tornaram difundidas desde então no mundo inteiro.
worldmap_mission_1_title|Caçando nos vales Shida
worldmap_mission_1_description|Muitos animais se reúnem no vale para ter a chance de encontrar plantas e fungos comestíveis. Aproveite esta oportunidade para caçar as criaturas para alimentar seus Patapons! Os rumores dizem que o vale possui um tesouro desconhecido.
worldmap_mission_2_title|Fortaleza na floresta
worldmap_mission_2_description|Os Kirajins estabeleceram uma posição no bosque de Patapine! Usando a madeira resistente das árvores ao redor, eles construíram uma fortaleza. Reúna suas forças e derrube a fortaleza, tomando cuidado com as criaturas da floresta!
worldmap_mission_3_title|Fortaleza Kirijin no arvoredo Patapine: Lv
worldmap_mission_3_description|Os Kirajins podem ter sido derrotados uma vez, mas voltaram, mais fortes do que nunca. Eles estão determinados a manter essa posição, independentemente do custo. Derrote a fortaleza mais uma vez para conter as forças Kirajin!
worldmap_mission_4_title|Armamentos pesados
worldmap_mission_4_description|Os batedores Patapon relataram que dentro dos penhascos de Ejiji, os Kirajins começaram a construção de uma enorme fortaleza para servir como base de operações contra as forças de Patapon. Segundo os relatos, a futura fortaleza é reforçada com a poderosa tecnologia Kirajin, coisas que os Patapons nunca haviam visto antes. Seja corajoso e destemido, e destrua esta fortaleza antes que ela esteja completa.
worldmap_mission_5_title|Kirajins implacaveis no pico Ejiji: lv
worldmap_mission_5_description|Mesmo depois de destruir sua fortaleza uma vez, os Kirajins não se permitirão perder novamente. Eles estão determinados a lutar por esse local, mesmo que isso lhes custe a vida. Meden adverte com um tom sombrio em sua voz: "Isso será ainda mais difícil do que a última batalha"
// ## missiondata
mission_complete|Missão completa!
mission_failed|Missão fracassada!
intro_cutscene_1|Bem vindo á primeira demo de Patafour
intro_cutscene_2|Essa demo tem muitas coisas para ver,assim como alguns segredinhos.Acha que pode achar todos
intro_cutscene_3|O grande patapon nós suplicamos para ti
Intro_cutscene_4|A tribo patapon precisa de você 
intro_cutscene_5|Perdidos sem esperança no vale Shida,eles não podem voltar para casa sem os instrumentos divinos e sua ajuda
intro_cutscene_6|Bata PATA PATA PATA PON com o ritmo para ir em frente
intro_cutscene_7|Assim que os Patapons acabarem de cantar,repita a batida em ritmo de novo
outro_cutscene_1|Obrigado por jogar a demo!
outro_cutscene_2|tem sido um prazer fazer Patafour para vocês!
outro_cutscene_3|O time espera que você tenha amado sua experiência
outro_cutscene_4|Os Kirajins vão voltar mais fortes que sempre...
outro_cutscene_5|Será que você vai conseguir empurrá-los para longe e reconquistar a terra natal dos Patapons,Pata-Pole? 
outro_cutscene_6|Aprenda as artes anciãs da primeira tribo de Patapons e leve sua armada à vitória. 
outro_cutscene_7|As outras tribos vão precisar de você,o Grande 
outro_cutscene_8|Salve o mundo na versão completa de Patafour
outro_end|Obrigado por jogar! 
// # credits
credits_creator|Criador do projeto
credits_programmers|Programadores
credits_artists|Artistas
credits_animators|Animadores
credits_musicians|Musicos
credits_gameplay|Balanceamento do jogo 
credits_community|Gerentes da comunidade
credits_writers|Escritores
credits_translators|Tradutores
credits_supporters|Apoiadores
credits_special|Obrigados especiais
credits_all|E para todos que suportaram o jogo!Obrigado!
// # New Game Text
newgame_what_is_your_name|Bem vindo,O Grande,que nome gostaria de usar
newgame_name_error_prompt|Seu nome tem que ter de 2 a 50 dígitos
newgame_game_save_created|Arquivo criado com sucesso 
newgame_welcome|Bem vindo,O Grande Patapon
newgame_welcome2|Pronto para entrar na DEMO de Patafour
// ## items
item_wooden_spear|Lança de madeira 
desc_wooden_spear|Uma Lança básica,sendo dada para todo recruta Patapon quando ele chega à idade e junta um grupo de caça.Sendo lembrada por muitos Patapons mesmo depois de mudar para armas melhores e maiores.
item_iron_spear|Lança de ferro
desc_iron_spear|Uma lança de ferro dura,iniciantes sonham em ter uma porque são mais pesadas assim dando mais dano,precisa de um guerreiro competente para usar de forma efetiva.
item_steel_spear|Lança de aço
desc_steel_spear|Uma lança com ponta afiada feita de uma liga rara de aço,essas lanças são mais leves do que as de ferro e causam ainda mais dano.
item_kacheek_spear|Lança de kacheek
desc_kacheek_spear|Uma lança feita das presas de um kacheek é afiada o suficiente para penetrar escudos,causando dano crítico. 
item_shubaba_mask|Shuba
desc_shubaba_mask|Máscara de herói do Phantom Strike.Ela garante um pouco do poder de ataques rápidos de Shubassa,levemente aumenta a velocidade dos músculos do usuário,deixando ele mais rápido que outos guerreiros. 
item_none|Nada!
desc_none|Um cantinho vazio do altar com apenas velas e incenso 
item_banal_branch|Galho banal
desc_banal_branch|Um graveto básico de madeira,mesmo sendo um pedaço de madeira,um Patapon esperto pode achar muitos usos para isso,de um cabo de machado para um Bastão.
item_cherry_blossom|Flor de cerejeira 
desc_cherry_blossom|De acordo a lendas,das cerejeira colossal de que esse graveto caiu no leste se tem deuses adormecidos
item_small_rock|Pedra pequena
desc_small_rock|Uma pedra comum,cheia de impurezas,mas mesmo assim vital para a vida tribal,pequenos Patapons jogam essas pedras em rios por diversão
item_hard_iron|Ferro duro 
desc_hard_iron|Muito sangue foi jorrado em conflitos por esse metal raro,de acordo com mitos Zigothons.Histórias Patapon contam como seus ancestores extraiam esse metal do interior de montanhas,o método para isso foi perdido com o tempo.
item_leather_meat|Carne simples
desc_leather_meat|Os mais velhos contam aos mais novos,"se isso enche sua barriga...não reclame"assim eles aprendem a comer esse tipo de carne
item_tender_meat|Carne de penas
desc_tender_meat|Patapons amam essa carne macia e suculenta,mas infelizmente não conseguem muitas oportunidade de comer-lá,nem mesmo nos seus aniversários 
item_pon_drum|tambor Pon 
desc_pon_drum|Tambor de valor.Obtido em aceitar ser o Deus dos Patapon
item_pata_drum|Tambor Pata
desc_pata_drum|Tambor da força.Sempre guardada por um Hatapon com sua vida e alma
item_chaka_drum|Tambor Chaka
desc_chaka_drum|Tambor da sabedoria
item_don_drum|Tambor Don 
desc_don_drum|Tambor de milagres,se diz que ele pode trazer os Poderes do Grande Patapon a vida 
item_keepsake|Item querido do Hatapon
desc_keepsake|Um item querido do Hatapon,que sempre o acalma,e o relembra que O grande Patapon irá os salvar no momento de maior necessidade. 
item_wooden_helmet|Capaçete de madeira
desc_wooden_helmet|Um capacete tradicional da tribo Patapon,mesmo tendo um design simples,ele já salvou muitas vidas 
item_iron_helmet|Capaçete de ferro 
desc_iron_helmet|Esse capacete,feito de ferro precioso,copia o design do de madeira,mas obviamente dá mais proteção.
item_kacheek_helm|Capaçete de kacheek
desc_kacheek_helm|Esse capacete,feito de presas e pele de um kacheek,deixa o usuario a salvo e quentinho
item_mudada_bone|Osso mudada
desc_mudada_bone|Um osso pequeno vindo de um animal pequeno.Podem normalmente ser encontrados em grama alta em áreas de caça ou dentro de animais maiores.
item_gashirin_bone|Osso gashirin 
desc_gashirin_bone|UM osso grande e firme,está escrito que os ancestores dos Patapons usavam esses tipos de ossos como armas. 
item_kuneri_fang|Presa Kuneri
desc_kuneri_fang|Uma magnífica presa,pode ser moldada em uma lâmina e pode servir como bom equipamento 
item_itete_fang|Presa Itete
desc_itete_fang|Uma presa enorme uma ponta muito afiada,se diz a muito tempo que para ver a habilidade pura de um caçador por quantas vezes ele teve que tirar um desses de seu pescoço 
item_soggy_map|Mapa molhado 
desc_soggy_map|UM mapa obtido de baú no vale Shida,ele conta a localização de uma fortaleza escondida. 
item_digital_blueprint|Planta digital 
desc_digital_blueprint|Uma planta achada dentro de uma casa Kirajin no arvoredo Patapine,mostra uma fortaleza não terminada 
item_category_material|Máteriais
item_category_weapon|Armas
item_category_masks|Máscaras 
item_category_masks|Armadura
item_category_nothing|Espaço vazio
// ## enemies
enemy_kacheek|Kacheek
enemy_mochichi|Mochichi
enemy_kirajin|Kirajin
// ## rarepons
rarepon_normal|Normal
rarepon_normal_desc|Um guerreiro normal da tribo Patapon,cheios de bravura,com o pensamento certo,eles podem fazer qualquer coisa!
// ## navigation
nav_next|Próximo 
nav_previous|Voltar
nav_nextpage|Próxima Pag
nav_previouspage|Pag anterior
nav_enter|Entar
nav_leave|Sair
nav_exit|Sair
nav_savegame|Jogo salvo
nav_exittotitle|Sair para menu
nav_left|Esquerda
nav_right|Direita
nav_up|Cima
nav_down|Baixo
nav_circle|Circulo
nav_triangle|Triãngulo
nav_square|Quadrado
nav_cross|X
nav_move|Mover
nav_scroll|Scroll
nav_yes|Sim
nav_no|Não
nav_agree|Concordar
// ## main menu NEW
menu_pressanykey|Aperte qualquer tecla para salvar
menu_saveexists|Ja tem um save ai...quer apagá lo?
menu_nodata|Nenhum save encontrado
menu_nosupportdata|Saves de versões anteriores não são suportadas
menu_invaliddata|O save é invalido ou corrupto
// ## options NEW
options_options|Opções
options_ingame_btn|Botão no jogo
options_assign_key|Tecla escolhida
options_key|Tecla
options_change_title|Mudando tecla do botão dentro do jogo
options_change_button|Botão
options_change_anykey|Aperte qualquer tecla para escolher uma tecla pro botão dentro do jogo
options_tip1|Dica:Passe o mouse sobre a tecla escolhida com o mouse ou selecione-a com as setas \ e pressione o botão Cruz para alterá-la. \ Pressione o botão Triângulo para remover a tecla atribuída. \ Use os números na parte superior do menu para alternar entre as predefinições de atalho.
options_tip2|Pressione qualquer tecla para retornar ao menu de opções. \ Os ​​novos atalhos de teclado serão salvos após você sair do menu de opções.
options_tip3|Pressione o botão Iniciar no teclado para continuar. \ Pressione o botão Círculo para sair da configuração do controlador.
options_bigbutton|Botão grandão
options_audio1|Configuraçoes de som
options_volume1|Som geral:
options_volume2|volume de soms: 
options_volume3|Volume da música
options_input2|Teclado
// ## intro cutscene NEW
newgame_intro_1|Depois de terminar a ponte de Patapole,nós\finalmente chegamos em terras novas não tocadas\pelas mão de nenhum patapon
newgame_intro_2|Nesse lugar nada familiar,nós descobrimos\as ruínas de uma civilização antiga,\esquecido a muito tempo
newgame_intro_3|Desesperados para achar AQUILO,nós começamos a mexer\com máquinas antigas\que achamos debaixo dos destroços
newgame_intro_4|Com o simple aperto de um botão,os nossos 3 yaripons,\o Herói,e eu mesmo,fomos transportados para uma localização desconhecida e bizarra  cheia de natureza,aparentemente com nenhuma civilização 
newgame_intro_5|Preocupados com nossos camaradas\nós tentamos tudo que podíamos para voltar para casa\graças a deus que conseguimos voltar
newgame_intro_6|No entanto
newgame_intro_7|Quando voltamos,nos deparamos com os corpos de nosso aliados\julgando pelos ferimentos,as mortes eram recentes.
newgame_intro_8|O céu acima foi pintado de vermelho\e os gritos dos poucos sobreviventes podiam ser ouvidos na distância. 
newgame_intro_9|Nós olhamos para o céu e nos deparamos com uma figura misteriosa acima de nós.tendo apenas um olho cheio de raiva 
newgame_intro_10|Enquanto a figura se aproximava,conseguimos nos salvar usando a máquina antiga de antes,quase encontrando um final sangrento para nossa história.
newgame_intro_11|...
newgame_intro_12|O Grande Patapon...nós rezamos a você...nos guie até o fim!
newgame_intro_13|Salve nosso mundo do mal\e nos deixe finalmente olhar sobre AQUILO
newgame_intro_14|Por Favor,pegue o tambor sagrado\e nos deixe marchar mais uma vez
// ## first run NEW
firstrun_dialog_1|Bem vindo a demo de Patafour\Aperte Z para continuar
firstrun_dialog_2|Essa é sua primeira vez jogando a demo,\então vamos te dar algumas informações básicas
firstrun_dialog_3|Patafour é um projeto ativo e longe de estar completo
firstrun_dialog_4|Essa demo é para lhe mostrar as mecânicas feitas até agora 
firstrun_dialog_5|O time espera que você goste\do nosso projeto
firstrun_dialog_6|Esses são os controles básicos\Z-confirmar\X-cancelar\Enter-start\Spaço-selecionar
firstrun_dialog_7|Essas configuraçoes podem ser trocadas\no menu
firstrun_dialog_8|Nós recomendamos jogar usando um controle!
firstrun_dialog_9|Se divirta!
patapolis_returntomain|Quer voltar\para o menu?
patapolis_returntomainsave|Data que não está no save será perdida!\tem certeza?
patapolis_save|Quer salvar seu jogo?
patapolis_saved|Jogo salvo
patapolis_demofinish|Parabéns!Você terminou a demo!
patapolis_demo_pick1|Ver creditos
patapolis_demo_pick2|Cancelar
patapolis_sen|Sen Ranpurupon
// ## npc dialogue NEW
npc_wakapon_1|Eu sou Wakapon!Guardião do\Ovo Mundial pela ordem de Kami
npc_wakapon_2|Bem vindo,Kami!Sou muito grato de poder falar com você em pessoa
npc_wakapon_3|Você pode ter confiança em mim!\Eu vou proteger o Ovo Mundial com minha vida,eu prometo!
npc_wakapon_4|Eu sinto algo maligno vindo para nosso mundo...
npc_wakapon_5|Consegue sentir isso também não?Kami...você irá nos proteger de todos os perigos possíveis? 
npc_wakapon_6|Essas criaturas triangulares...\O'Que são?O'Que eles\podem querer de nós Patapons
npc_wakapon_7|Os seus olhos estão cheios de ódio...\Sinto que isso é apenas o começo.
npc_wakapon_8|Uma luta chaotica espera por você e suas tropas,Kami
npc_wakapon_9|Os Kirajins adquirirán\tecnologia fora deste mundo.Continue forte...
npc_wakapon_10|Trabalho fantástico,Kami!Você destruiu a fortaleza Kirajin em Ejiji
npc_wakapon_11|No entanto...O mal nunca descansa.\Kirajins pegam energia de cristais vermelhos estranhos...\Destrua-os!
npc_sen_1|Oh grande Kami!\nos guie até o fim!
npc_sen_2|Oh poderoso Kami!\nos guie até o fim!
npc_sen_3|Oh grande Patapon!\nos guie até o fim!
npc_sen_4|Tem muitos animais vagando em\vale Shida
npc_sen_5|Muitos dizem que tem tesouros debaixo de seu solo
npc_sen_6|Algo atacou os Patapon\lenhadores no arvoredo Patapine
npc_sen_7|Yaripons avistaram criaturas\triangulares vermelhas construindo uma fortaleza usando madeira roubada
npc_sen_8|Kirajins...?È esse\o nome deles?
npc_sen_9|Eu acho que já ouvi esse nome antes...
npc_sen_10|Os Kirajins fizeram outra\fortaleza em Ejiji
npc_sen_11|Não podemos deixar eles vencerem…!\Vá e os derrote,Kami!
npc_sen_12|Você conseguiu!Você conseguiu!\Por enquanto vencemos...
npc_sen_13|Eu não sei onde...\Eu já vi eles...
// ## altar NEW
altar_category0|Material
altar_category1|Lança
altar_category2|Mascara
altar_category3|Capaçete
altar_category4|Item essencial
// ## barracks NEW
barracks_yaripon|Yaripon
barracks_unit_status|Status das unidades
barracks_stat_level|Nivel
barracks_stat_exp|Experiencia
barracks_stat_hp|HP
barracks_stat_damage|Dano
barracks_stat_attackspeed|Velocidade
barracks_stat_critchance|Chance de Crit
barracks_stat_knockbackchance|Chance de knock
barracks_stat_staggerchance|chance de cambalear inimigo
barracks_stat_burnchance|Chance de queimar
barracks_stat_freezechance|Chance de congelar
barracks_depart|Tem certeza que quer sair?
// ## items NEW
item_titanum_ore|Titanium
desc_titanum_ore|Tem uma lenda que esse duro,leve e flexível foi presenteado a um patapon pelo Grande Patapon,pode durar por eras e é perfeito para aqueles que dependem de velocidade
item_hinoki|Hinoki
desc_hinoki|Tem uma lenda que diz que até a casa do Grande Patapon usa essa madeira divina,Patapons se sentem seguros quando entram em uma casa feita desse tipo de madeiro
item_gizaza_fang|Presa Gizaza
desc_gizaza_fang|A ponta dessa presa contem pequenas navalhas.Qualquer um que é perfurado por isso vai pagar um preço terrível tentando retira-la.Até os Patapos mais poderosos têm dificuldade tirando essa presa de um corpo
item_dream_meat|Carne dos sonhos 
desc_dream_meat|Essa carne legendária derrete na boca igual algodão doce,mas Patapons preferem uma carne mais consistente,Patapons que comem essa carne todo dia são garantidos de ter uma vida feliz
item_scorching_spear|Lança de fogo
desc_scorching_spear|A magia nessa lança faz com que ela esquente,causando dano pesado e colocando fogo no seu inimigo,os inimigos que forem atingidos vão cheirar como churrasco
item_strength_helmet|Capacete de força
desc_strength_helmet|Esse capacete mágico,decorado com tinta de algas vermelhas do volcano Bovo,aumenta o dano do usuário
item_kirajin_helmet1|Capacete de ferro Kirajin
desc_kirajin_helmet1|Esse capacete triangular feito com materiais que se acreditam ser de ferro,o seu usuário ganha atributos estranhos.Ele aumenta dano e HP
item_kirajin_spear1|Lança de ferro Kirajin
desc_kirajin_spear1|Feita com materiais que acreditam-se de ser ferro,a sua ponta é incrivelmente afiada,alguém poderia furar seu dedo com um apenas um toque
// ## navigation NEW
nav_understood|Entendido
// ## tips NEW
tips_anykey|Pressione qualquer tecla para continuar
tips_loading|Carregando
tip1_title|Caçando Kacheeks
tip1_desc|Caçando Kacheeks no vale Shida\é uma tradição antiga Patapon.\\Essas bestas lentas tem alimentado Patapons\por gerações,juntando um grupo de caça é para muitos Patapons uma primeira experiência\com uma lança. \\Mesmo o olfato deles não ser tão bom\quanto o de Mochichis,ainda vale a pena esperar por um tempo melhor para Patapons\chegarem despercebidos perto de sua presa 
tip2_title|Recompensa da caça
tip2_desc|Consiga carne ao caçar! \\Caçe para que os Patapons tenham algo para comer. \O'Que seja que esteja acontecendo no mundo,\Patapons precisam de carne\para encher suas barrigas!\\E se você guiou os Patapons bem,eles podem\deixar um pouco de carne no altar como oferenda!\\Kacheeks te dão carne de couro.\Mochichis dão carne de penas.\\Depois de caçar sempre olhe o altar por algo novo!
tip3_title|Madeira firme no arvoredo Patapine
tip3_desc|Patapine é conhecido por fazer pessoas se perderem facilmente.\\ As árvores enormes são um material perfeito para construções fortes por causa de sua alta durabilidade.\\Muitos Patapons lenhadores passam suas vidas inteiras coletando madeira,\e novas árvores ainda crescem lá todo dia
tip4_title|Comandos perfeitos
tip4_desc|Conseguindo comandos perfeitos é a chave\ para uma performance elegante.\\Quando fazer os 4 comandos perfeitamente,\voce vai ouvir um som especial.\\Existem muitos benefícios com comandos perfeitos!\Patapons podem andar mais rápido e causar mais dano
tip5_title|Se lembre de carregar!
tip5_desc|PON PON CHAKA CHAKA carrega suas unidades com força.\\Você pode usar este comando para sua vantagem!Cause mais que o dobro de dano!\\Receba menos dano quando estiver defendendo!\\Algumas classes fazem coisas diferentes quando carregadas
tip6_title|Wakapon e o Ovo Mundial
tip6_desc|Wakapon é o guardião do Ovo Mundial\ que brilha no centro da Ponte Patapole.\\O Ovo Mundial traz paz para o mundo dos patapons.\\Lendas dizem que se o ovo fosse quebrado demônios iriam transbordar para seu mundo.\\Wakapon prometeu a Kami que ele iria proteger o ovo com sua vida. 
tip7_title|Sen Ranpurupon na Patapolis anciã
tip7_desc|Sen é uma sacerdotisa da era anciã dos Patapons.\\Ela é uma conexão direta entre Patapons e Kami,vivendo por inúmeras gerações.\\Ranpurupon é muito carinhosa com todos Patapons,\cuidando e ensinando qualquer criança Patapon sobre o mundo.\\Ela faria qualquer coisa para ajudar a tribo crescer
// ## christmas event NEW
tip8_title|Natal em Patapolis
tip8_desc|Você sabia que Patapons também celebram o natal?\\Para o período de natal,Os patapons decoram\A Patapolis cheia de enfeites coloridos.\\Pequenos patapon esperam pelo o Santapon,\que dá a eles oque eles desejam.\\Normalmente eles ganham sua primeira arma para começar\a lutar para o todo poderoso, para chegar ao Earthend
item_rappata_spear|Lança de Rappata
desc_rappata_spear|Uma lança muito afiada feita com os ossos de Rapattas caçadas. é incrivelmente leve e consegue atravessar vários inimigos de uma vez
item_rappata_helm|Capacete de Rappata
desc_rappata_helm|Esse capacete é feito de pelo de Rappata, provem um movimento mais fácil e concede proteção contra frio
item_christmas_charm_2020|Amuleto de Natal de 2020
desc_christmas_charm_2020|Manter esse amuleto no seu inventário garante sorte o ano todo! Obrigado por participar do evento de inverno de 2020 do Patafour!
item_santa_hat|Chapéu de papai noel
desc_santa_hat|Um chapéu confortável tricotado pelas avós Patapon, concede proteção contra frio
worldmap_mission_6_title|Samambaias cobertas da neve de Shida Valley 
worldmap_mission_6_description|Nessa época do ano Shida Valley fica coberta de neve, como os ventos frios do oceano estão vindo da ponte de Patapole. Essa é uma oportunidade para os animais raros saírem de seus ninhos e irem caçar peixes debaixo do gelo. As Vezes algumas espécies raras podem aparecer
kirajin_talk_15|Congele-os para a morte!
kirajin_talk_16|Deixe nevar… Deixe nevar...
kirajin_ambush_7|Ataque!Eles  precisam estar congelando
kirajin_death_5|Tão… Frio...
// # Add your name here if you worked on the translation!
// # @WDayro =D
// # @ReFrro
